office,3990863.590992,3990863.590992,4575063.590992,5060158.590992,5658975.436966002,6612754.436966002,7375063.310796003,8119069.310796003,8319735.310796003,8699983.310796004,8845586.310796004,8845586.310796004,8845586.310796004,8845586.310796004,8912795.310796004,9009332.310796004,9009332.310796004,9009332.310796004,9847326.310796004,10033917.823096003,10178085.823096003,10592339.823096005,12565087.047335003,12580242.047335003,12580242.047335003,12774338.047335003,12911746.047335003,13192594.047335003,13192594.047335003,13192594.047335003,13139567.047335003,13135316.047335003,14253381.047335003,14746146.047335003,15659770.047335004,16499621.047335003,16499621.047335003,17937766.047335003,17383294.047335003,17997408.047335003,20825878.924045004,20738032.924045004,21123455.924045004,21289762.924045004,21287836.924045004,21287836.924045004,21225260.924045004,21225260.924045004,21225260.924045004,21225260.924045004,23955789.510315005,23955789.510315005,23955789.510315005,23955789.510315005,23955789.510315005,23955789.510315005,23955789.510315005,23955789.510315005,23955789.510315005,23955789.510315005,23955789.510315005
residential, 805212.7147200002,805212.7147200002,805212.7147200002,805212.7147200002,805212.7147200002,805212.7147200002,1051068.71472,1051068.71472,1053228.71472,1735372.7147199998,1735372.7147199998,1735372.7147199998,1735372.7147199998,1735372.7147199998,1735372.7147199998,1735372.7147199998,1735372.7147199998,2015843.8480199997,2037592.8480199997,2037592.8480199997,2037592.8480199997,2037592.8480199997,2037592.8480199997,2209939.8480199995,2609939.84802,2609939.84802,2643429.84802,2625986.84802,2905313.84802,2905313.84802,2896407.84802,2896407.84802,2896407.84802,3041407.8480200004,3167407.8480200004,3252411.84802,3274987.84802,3274987.84802,3622987.8480200004,3694904.8480200004,5765050.84802,5900775.84802,6312775.848019999,6183640.84802,6183640.84802,6691688,10037532,13383376,16729220,20075064,23420908,40150128,40150128,40150128,40150128,40150128,40150128,40150128,40150128,40150128,40150128
amenities,3731267.1766567626,3731267.1766567626,3735597.1766567626,3667734.748795071,3436369.282781618,3336719.28862604,3327459.141486902,2485359.3697235724,2386109.568673449,2392913.5170716816,3268108.4865660006,3268108.4865660006,3268108.4865660006,3268108.4865660006,3277610.4865660006,3277610.4865660006,3277610.4865660006,3277610.4865660006,2995498.486566,2995498.486566,2995498.486566,2994112.486566,3076004.4865660006,3066004.4865660006,3066004.4865660006,3066004.4865660006,3066004.4865660006,3037632.4865660006,3037632.4865660006,3066294.4865660006,3062845.4865660006,3062845.4865660006,3062845.4865660006,2526447.4865660006,2526447.4865660006,2526447.4865660006,2526447.4865660006,2526447.4865660006,2484565.2107860004,2494365.210786,2430386.343539,2409931.343539,2466358.3435390005,2709522.3435390005,2705562.3435390005,1849560.3435390003,1539034.000006,1539034.000006,1828161.6666666665,2193794,2559426.333333333,4387588,4387588,4387588,4387588,4387588,4387588,4387588,4387588,4387588,4387588 
